div,season,date,team,gameno,home,points,goals,team_opponent,points_opponent,goals_opponent,hometeam_uid,awayteam_uid
E0,2010,10apr2011,Blackpool,32,1,0,1,Arsenal,3,3,5,1
E0,2010,16apr2011,Blackpool,33,1,0,1,Wigan,3,3,5,35
E0,2010,23apr2011,Blackpool,34,1,1,1,Newcastle,1,1,5,22
E0,2010,30apr2011,Blackpool,35,1,1,0,Stoke,1,0,5,28
E0,2010,07may2011,Blackpool,36,0,1,1,Tottenham,1,1,31,5
E0,2010,14may2011,Blackpool,37,1,3,4,Bolton,0,3,5,6
E0,2010,22may2011,Blackpool,38,0,0,2,Man United,3,4,20,5
E0,2008,16aug2008,Bolton,1,1,3,3,Stoke,0,1,6,28
E0,2008,23aug2008,Bolton,2,0,0,0,Newcastle,3,1,22,6
E0,2008,30aug2008,Bolton,3,1,1,0,West Brom,1,0,6,33
E0,2008,13sep2008,Bolton,4,0,0,1,Fulham,3,2,14,6
E0,2008,20sep2008,Bolton,5,1,0,1,Arsenal,3,3,6,1
E0,2008,27sep2008,Bolton,6,0,0,0,Man United,3,2,20,6
E0,2008,05oct2008,Bolton,7,0,3,3,West Ham,0,1,34,6
E0,2008,18oct2008,Bolton,8,1,1,0,Blackburn,1,0,6,4
E0,2008,26oct2008,Bolton,9,0,0,0,Tottenham,3,2,31,6
E0,2008,29oct2008,Bolton,10,1,0,0,Everton,3,1,6,13
E0,2008,02nov2008,Bolton,11,1,3,2,Man City,0,0,6,19
E0,2008,08nov2008,Bolton,12,0,3,1,Hull,0,0,16,6
E0,2008,15nov2008,Bolton,13,1,0,0,Liverpool,3,2,6,18
E0,2008,22nov2008,Bolton,14,0,3,3,Middlesbrough,0,1,21,6
E0,2008,29nov2008,Bolton,15,0,3,4,Sunderland,0,1,29,6
E0,2008,06dec2008,Bolton,16,1,0,0,Chelsea,3,2,6,11
E0,2008,13dec2008,Bolton,17,0,0,2,Aston Villa,3,4,2,6
E0,2008,20dec2008,Bolton,18,1,3,2,Portsmouth,0,1,6,24
E0,2008,26dec2008,Bolton,19,0,0,0,Liverpool,3,3,18,6
E0,2008,28dec2008,Bolton,20,1,0,0,Wigan,3,1,6,35
E0,2008,10jan2009,Bolton,21,0,0,0,Arsenal,3,1,1,6
E0,2008,17jan2009,Bolton,22,1,0,0,Man United,3,1,6,20
E0,2008,28jan2009,Bolton,23,0,1,2,Blackburn,1,2,4,6
E0,2008,31jan2009,Bolton,24,1,3,3,Tottenham,0,2,6,31
E0,2008,07feb2009,Bolton,25,0,0,0,Everton,3,3,13,6
E0,2008,21feb2009,Bolton,26,1,3,2,West Ham,0,1,6,34
E0,2008,01mar2009,Bolton,27,1,3,1,Newcastle,0,0,6,22
E0,2008,04mar2009,Bolton,28,0,0,0,Stoke,3,2,28,6
E0,2008,14mar2009,Bolton,29,1,0,1,Fulham,3,3,6,14
E0,2008,21mar2009,Bolton,30,0,1,1,West Brom,1,1,33,6
E0,2008,04apr2009,Bolton,31,1,3,4,Middlesbrough,0,1,6,21
E0,2008,11apr2009,Bolton,32,0,0,3,Chelsea,3,4,11,6
E0,2008,18apr2009,Bolton,33,0,0,0,Portsmouth,3,1,24,6
E0,2008,25apr2009,Bolton,34,1,1,1,Aston Villa,1,1,6,2
E0,2008,02may2009,Bolton,35,0,1,0,Wigan,1,0,35,6
E0,2008,09may2009,Bolton,36,1,1,0,Sunderland,1,0,6,29
E0,2008,16may2009,Bolton,37,1,1,1,Hull,1,1,6,16
E0,2008,24may2009,Bolton,38,0,0,0,Man City,3,1,19,6
E0,2009,15aug2009,Bolton,1,1,0,0,Sunderland,3,1,6,29
E0,2009,22aug2009,Bolton,2,0,0,0,Hull,3,1,16,6
E0,2009,29aug2009,Bolton,3,1,0,2,Liverpool,3,3,6,18
E0,2009,12sep2009,Bolton,4,0,3,3,Portsmouth,0,2,24,6
E0,2009,19sep2009,Bolton,5,1,1,1,Stoke,1,1,6,28
E0,2009,26sep2009,Bolton,6,0,3,2,Birmingham,0,1,3,6
E0,2009,03oct2009,Bolton,7,1,1,2,Tottenham,1,2,6,31
E0,2009,17oct2009,Bolton,8,0,0,1,Man United,3,2,20,6
E0,2009,25oct2009,Bolton,9,1,3,3,Everton,0,2,6,13
E0,2009,31oct2009,Bolton,10,1,0,0,Chelsea,3,4,6,11
E0,2009,07nov2009,Bolton,11,0,0,1,Aston Villa,3,5,2,6
E0,2009,22nov2009,Bolton,12,1,0,0,Blackburn,3,2,6,4
E0,2009,28nov2009,Bolton,13,0,1,1,Fulham,1,1,14,6
E0,2009,05dec2009,Bolton,14,0,0,1,Wolves,3,2,36,6
E0,2009,12dec2009,Bolton,15,1,1,3,Man City,1,3,6,19
E0,2009,15dec2009,Bolton,16,1,3,3,West Ham,0,1,6,34
E0,2009,26dec2009,Bolton,17,0,1,1,Burnley,1,1,9,6
E0,2009,29dec2009,Bolton,18,1,1,2,Hull,1,2,6,16
E0,2009,17jan2010,Bolton,19,1,0,0,Arsenal,3,2,6,1
E0,2009,20jan2010,Bolton,20,0,0,2,Arsenal,3,4,1,6
E0,2009,26jan2010,Bolton,21,1,3,1,Burnley,0,0,6,9
E0,2009,30jan2010,Bolton,22,0,0,0,Liverpool,3,2,18,6
E0,2009,06feb2010,Bolton,23,1,1,0,Fulham,1,0,6,14
E0,2009,09feb2010,Bolton,24,0,0,0,Man City,3,2,19,6
E0,2009,17feb2010,Bolton,25,0,1,0,Wigan,1,0,35,6
E0,2009,21feb2010,Bolton,26,0,0,0,Blackburn,3,3,4,6
E0,2009,27feb2010,Bolton,27,1,3,1,Wolves,0,0,6,36
E0,2009,06mar2010,Bolton,28,0,3,2,West Ham,0,1,34,6
E0,2009,09mar2010,Bolton,29,0,0,0,Sunderland,3,4,29,6
E0,2009,13mar2010,Bolton,30,1,3,4,Wigan,0,0,6,35
E0,2009,20mar2010,Bolton,31,0,0,0,Everton,3,2,13,6
E0,2009,27mar2010,Bolton,32,1,0,0,Man United,3,4,6,20
E0,2009,03apr2010,Bolton,33,1,0,0,Aston Villa,3,1,6,2
E0,2009,13apr2010,Bolton,34,0,0,0,Chelsea,3,1,11,6
E0,2009,17apr2010,Bolton,35,0,3,2,Stoke,0,1,28,6
E0,2009,24apr2010,Bolton,36,1,1,2,Portsmouth,1,2,6,24
E0,2009,01may2010,Bolton,37,0,0,0,Tottenham,3,1,31,6
E0,2009,09may2010,Bolton,38,1,3,2,Birmingham,0,1,6,3
E0,2010,14aug2010,Bolton,1,1,1,0,Fulham,1,0,6,14
E0,2010,21aug2010,Bolton,2,0,3,3,West Ham,0,1,34,6
E0,2010,29aug2010,Bolton,3,1,1,2,Birmingham,1,2,6,3
E0,2010,11sep2010,Bolton,4,0,0,1,Arsenal,3,4,1,6
E0,2010,18sep2010,Bolton,5,0,1,1,Aston Villa,1,1,2,6
E0,2010,26sep2010,Bolton,6,1,1,2,Man United,1,2,6,20
E0,2010,02oct2010,Bolton,7,0,1,1,West Brom,1,1,33,6
E0,2010,16oct2010,Bolton,8,1,3,2,Stoke,0,1,6,28
E0,2010,23oct2010,Bolton,9,0,1,1,Wigan,1,1,35,6
E0,2010,31oct2010,Bolton,10,1,0,0,Liverpool,3,1,6,18
E0,2010,06nov2010,Bolton,11,1,3,4,Tottenham,0,2,6,31
E0,2010,10nov2010,Bolton,12,0,1,1,Everton,1,1,13,6
E0,2010,13nov2010,Bolton,13,0,3,3,Wolves,0,2,36,6
E0,2010,20nov2010,Bolton,14,1,3,5,Newcastle,0,1,6,22
E0,2010,27nov2010,Bolton,15,1,1,2,Blackpool,1,2,6,5
E0,2010,04dec2010,Bolton,16,0,0,0,Man City,3,1,19,6
E0,2010,12dec2010,Bolton,17,1,3,2,Blackburn,0,1,6,4
E0,2010,18dec2010,Bolton,18,0,0,0,Sunderland,3,1,29,6
E0,2010,26dec2010,Bolton,19,1,3,2,West Brom,0,0,6,33
E0,2010,29dec2010,Bolton,20,0,0,0,Chelsea,3,1,11,6
E0,2010,01jan2011,Bolton,21,0,0,1,Liverpool,3,2,18,6
E0,2010,05jan2011,Bolton,22,1,1,1,Wigan,1,1,6,35
E0,2010,15jan2011,Bolton,23,0,0,0,Stoke,3,2,28,6
E0,2010,24jan2011,Bolton,24,1,0,0,Chelsea,3,4,6,11
E0,2010,02feb2011,Bolton,25,1,3,1,Wolves,0,0,6,36
E0,2010,05feb2011,Bolton,26,0,0,1,Tottenham,3,2,31,6
E0,2010,13feb2011,Bolton,27,1,3,2,Everton,0,0,6,13
E0,2010,26feb2011,Bolton,28,0,1,1,Newcastle,1,1,22,6
E0,2010,05mar2011,Bolton,29,1,3,3,Aston Villa,0,2,6,2
E0,2010,19mar2011,Bolton,30,0,0,0,Man United,3,1,20,6
E0,2010,02apr2011,Bolton,31,0,0,1,Birmingham,3,2,3,6
E0,2010,09apr2011,Bolton,32,1,3,3,West Ham,0,0,6,34
E0,2010,24apr2011,Bolton,33,1,3,2,Arsenal,0,1,6,1
E0,2010,27apr2011,Bolton,34,0,0,0,Fulham,3,3,14,6
E0,2010,30apr2011,Bolton,35,0,0,0,Blackburn,3,1,4,6
E0,2010,07may2011,Bolton,36,1,0,1,Sunderland,3,2,6,29
E0,2010,14may2011,Bolton,37,0,0,3,Blackpool,3,4,5,6
E0,2010,22may2011,Bolton,38,1,0,0,Man City,3,2,6,19
E0,2011,13aug2011,Bolton,1,0,3,4,QPR,0,0,25,6
E0,2011,21aug2011,Bolton,2,1,0,2,Man City,3,3,6,19
E0,2011,27aug2011,Bolton,3,0,0,1,Liverpool,3,3,18,6
E0,2011,10sep2011,Bolton,4,1,0,0,Man United,3,5,6,20
E0,2011,17sep2011,Bolton,5,1,0,1,Norwich,3,2,6,23
E0,2011,24sep2011,Bolton,6,0,0,0,Arsenal,3,3,1,6
E0,2011,02oct2011,Bolton,7,1,0,1,Chelsea,3,5,6,11
E0,2011,15oct2011,Bolton,8,0,3,3,Wigan,0,1,35,6
E0,2011,22oct2011,Bolton,9,1,0,0,Sunderland,3,2,6,29
E0,2011,29oct2011,Bolton,10,0,0,1,Swansea,3,3,30,6
E0,2011,06nov2011,Bolton,11,1,3,5,Stoke,0,0,6,28
E0,2011,19nov2011,Bolton,12,0,0,1,West Brom,3,2,33,6
E0,2011,26nov2011,Bolton,13,1,0,0,Everton,3,2,6,13
E0,2011,03dec2011,Bolton,14,0,0,0,Tottenham,3,3,31,6
E0,2011,10dec2011,Bolton,15,1,0,1,Aston Villa,3,2,6,2
E0,2011,17dec2011,Bolton,16,0,0,0,Fulham,3,2,14,6
E0,2011,20dec2011,Bolton,17,0,3,2,Blackburn,0,1,4,6
E0,2011,26dec2011,Bolton,18,1,0,0,Newcastle,3,2,6,22
E0,2011,31dec2011,Bolton,19,1,1,1,Wolves,1,1,6,36
E0,2011,04jan2012,Bolton,20,0,3,2,Everton,0,1,13,6
E0,2011,14jan2012,Bolton,21,0,0,0,Man United,3,3,20,6
E0,2011,21jan2012,Bolton,22,1,3,3,Liverpool,0,1,6,18
E0,2011,01feb2012,Bolton,23,1,1,0,Arsenal,1,0,6,1
E0,2011,04feb2012,Bolton,24,0,0,0,Norwich,3,2,23,6
E0,2011,11feb2012,Bolton,25,1,0,1,Wigan,3,2,6,35
E0,2011,25feb2012,Bolton,26,0,0,0,Chelsea,3,3,11,6
E0,2011,03mar2012,Bolton,27,0,0,0,Man City,3,2,19,6
E0,2011,10mar2012,Bolton,28,1,3,2,QPR,0,1,6,25
E0,2011,24mar2012,Bolton,29,1,3,2,Blackburn,0,1,6,4
E0,2011,31mar2012,Bolton,30,0,3,3,Wolves,0,2,36,6
E0,2011,07apr2012,Bolton,31,1,0,0,Fulham,3,3,6,14
E0,2011,09apr2012,Bolton,32,0,0,0,Newcastle,3,2,22,6
E0,2011,21apr2012,Bolton,33,1,1,1,Swansea,1,1,6,30
E0,2011,24apr2012,Bolton,34,0,3,2,Aston Villa,0,1,2,6
E0,2011,28apr2012,Bolton,35,0,1,2,Sunderland,1,2,29,6
E0,2011,02may2012,Bolton,36,1,0,1,Tottenham,3,4,6,31
E0,2011,06may2012,Bolton,37,1,1,2,West Brom,1,2,6,33
E0,2011,13may2012,Bolton,38,0,1,2,Stoke,1,2,28,6
E0,2015,08aug2015,Bournemouth,1,1,0,0,Aston Villa,3,1,7,2
E0,2015,17aug2015,Bournemouth,2,0,0,0,Liverpool,3,1,18,7
E0,2015,22aug2015,Bournemouth,3,0,3,4,West Ham,0,3,34,7
E0,2015,29aug2015,Bournemouth,4,1,1,1,Leicester,1,1,7,17
E0,2015,12sep2015,Bournemouth,5,0,0,1,Norwich,3,3,23,7
E0,2015,19sep2015,Bournemouth,6,1,3,2,Sunderland,0,0,7,29
E0,2015,26sep2015,Bournemouth,7,0,0,1,Stoke,3,2,28,7
E0,2015,03oct2015,Bournemouth,8,1,1,1,Watford,1,1,7,32
E0,2015,17oct2015,Bournemouth,9,0,0,1,Man City,3,5,19,7
E0,2015,25oct2015,Bournemouth,10,1,0,1,Tottenham,3,5,7,31
E0,2015,01nov2015,Bournemouth,11,0,0,0,Southampton,3,2,27,7
E0,2015,07nov2015,Bournemouth,12,1,0,0,Newcastle,3,1,7,22
E0,2015,21nov2015,Bournemouth,13,0,1,2,Swansea,1,2,30,7
E0,2015,28nov2015,Bournemouth,14,1,1,3,Everton,1,3,7,13
E0,2015,05dec2015,Bournemouth,15,0,3,1,Chelsea,0,0,11,7
E0,2015,12dec2015,Bournemouth,16,1,3,2,Man United,0,1,7,20
E0,2015,19dec2015,Bournemouth,17,0,3,2,West Brom,0,1,33,7
E0,2015,26dec2015,Bournemouth,18,1,1,0,Crystal Palace,1,0,7,12
E0,2015,28dec2015,Bournemouth,19,0,0,0,Arsenal,3,2,1,7
E0,2015,02jan2016,Bournemouth,20,0,1,0,Leicester,1,0,17,7
E0,2015,12jan2016,Bournemouth,21,1,0,1,West Ham,3,3,7,34
E0,2015,16jan2016,Bournemouth,22,1,3,3,Norwich,0,0,7,23
E0,2015,23jan2016,Bournemouth,23,0,1,1,Sunderland,1,1,29,7
E0,2015,02feb2016,Bournemouth,24,0,3,2,Crystal Palace,0,1,12,7
E0,2015,07feb2016,Bournemouth,25,1,0,0,Arsenal,3,2,7,1
E0,2015,13feb2016,Bournemouth,26,1,0,1,Stoke,3,3,7,28
E0,2015,27feb2016,Bournemouth,27,0,1,0,Watford,1,0,32,7
E0,2015,01mar2016,Bournemouth,28,1,3,2,Southampton,0,0,7,27
E0,2015,05mar2016,Bournemouth,29,0,3,3,Newcastle,0,1,22,7
E0,2015,12mar2016,Bournemouth,30,1,3,3,Swansea,0,2,7,30
E0,2015,20mar2016,Bournemouth,31,0,0,0,Tottenham,3,3,31,7
E0,2015,02apr2016,Bournemouth,32,1,0,0,Man City,3,4,7,19
E0,2015,09apr2016,Bournemouth,33,0,3,2,Aston Villa,0,1,2,7
E0,2015,17apr2016,Bournemouth,34,1,0,1,Liverpool,3,2,7,18
E0,2015,23apr2016,Bournemouth,35,1,0,1,Chelsea,3,4,7,11
E0,2015,30apr2016,Bournemouth,36,0,0,1,Everton,3,2,13,7
E0,2015,07may2016,Bournemouth,37,1,1,1,West Brom,1,1,7,33
E0,2015,17may2016,Bournemouth,38,0,0,1,Man United,3,3,20,7
E0,2016,14aug2016,Bournemouth,1,1,0,1,Man United,3,3,7,20
E0,2016,21aug2016,Bournemouth,2,0,0,0,West Ham,3,1,34,7
E0,2016,27aug2016,Bournemouth,3,0,1,1,Crystal Palace,1,1,12,7
E0,2016,10sep2016,Bournemouth,4,1,3,1,West Brom,0,0,7,33
E0,2016,17sep2016,Bournemouth,5,0,0,0,Man City,3,4,19,7
E0,2016,24sep2016,Bournemouth,6,1,3,1,Everton,0,0,7,13
E0,2016,01oct2016,Bournemouth,7,0,1,2,Watford,1,2,32,7
E0,2016,15oct2016,Bournemouth,8,1,3,6,Hull,0,1,7,16
E0,2016,22oct2016,Bournemouth,9,1,1,0,Tottenham,1,0,7,31
E0,2016,29oct2016,Bournemouth,10,0,0,0,Middlesbrough,3,2,21,7
E0,2016,05nov2016,Bournemouth,11,1,0,1,Sunderland,3,2,7,29
E0,2016,19nov2016,Bournemouth,12,0,3,1,Stoke,0,0,28,7
E0,2016,27nov2016,Bournemouth,13,0,0,1,Arsenal,3,3,1,7
E0,2016,04dec2016,Bournemouth,14,1,3,4,Liverpool,0,3,7,18
E0,2016,10dec2016,Bournemouth,15,0,0,2,Burnley,3,3,9,7
E0,2016,13dec2016,Bournemouth,16,1,3,1,Leicester,0,0,7,17
E0,2016,18dec2016,Bournemouth,17,1,0,1,Southampton,3,3,7,27
E0,2016,26dec2016,Bournemouth,18,0,0,0,Chelsea,3,3,11,7
E0,2016,31dec2016,Bournemouth,19,0,3,3,Swansea,0,0,30,7
E0,2016,03jan2017,Bournemouth,20,1,1,3,Arsenal,1,3,7,1
E0,2016,14jan2017,Bournemouth,21,0,0,1,Hull,3,3,16,7
E0,2016,21jan2017,Bournemouth,22,1,1,2,Watford,1,2,7,32
E0,2016,31jan2017,Bournemouth,23,1,0,0,Crystal Palace,3,2,7,12
E0,2016,04feb2017,Bournemouth,24,0,0,3,Everton,3,6,13,7
E0,2016,13feb2017,Bournemouth,25,1,0,0,Man City,3,2,7,19
E0,2016,25feb2017,Bournemouth,26,0,0,1,West Brom,3,2,33,7
E0,2016,04mar2017,Bournemouth,27,0,1,1,Man United,1,1,20,7
E0,2016,11mar2017,Bournemouth,28,1,3,3,West Ham,0,2,7,34
E0,2016,18mar2017,Bournemouth,29,1,3,2,Swansea,0,0,7,30
E0,2016,01apr2017,Bournemouth,30,0,1,0,Southampton,1,0,27,7
E0,2016,05apr2017,Bournemouth,31,0,1,2,Liverpool,1,2,18,7
E0,2016,08apr2017,Bournemouth,32,1,0,1,Chelsea,3,3,7,11
E0,2016,15apr2017,Bournemouth,33,0,0,0,Tottenham,3,4,31,7
E0,2016,22apr2017,Bournemouth,34,1,3,4,Middlesbrough,0,0,7,21
E0,2016,29apr2017,Bournemouth,35,0,3,1,Sunderland,0,0,29,7
E0,2016,06may2017,Bournemouth,36,1,1,2,Stoke,1,2,7,28
E0,2016,13may2017,Bournemouth,37,1,3,2,Burnley,0,1,7,9
E0,2016,21may2017,Bournemouth,38,0,1,1,Leicester,1,1,17,7
E0,2017,12aug2017,Bournemouth,1,0,0,0,West Brom,3,1,33,7
E0,2017,19aug2017,Bournemouth,2,1,0,0,Watford,3,2,7,32
E0,2017,26aug2017,Bournemouth,3,1,0,1,Man City,3,2,7,19
E0,2017,09sep2017,Bournemouth,4,0,0,0,Arsenal,3,3,1,7
E0,2017,15sep2017,Bournemouth,5,1,3,2,Brighton,0,1,7,8
E0,2017,23sep2017,Bournemouth,6,0,0,1,Everton,3,2,13,7
E0,2017,30sep2017,Bournemouth,7,1,1,0,Leicester,1,0,7,17
E0,2017,14oct2017,Bournemouth,8,0,0,0,Tottenham,3,1,31,7
E0,2017,21oct2017,Bournemouth,9,0,3,2,Stoke,0,1,28,7
E0,2017,28oct2017,Bournemouth,10,1,0,0,Chelsea,3,1,7,11
E0,2017,04nov2017,Bournemouth,11,0,3,1,Newcastle,0,0,22,7
E0,2017,18nov2017,Bournemouth,12,1,3,4,Huddersfield,0,0,7,15
E0,2017,25nov2017,Bournemouth,13,0,1,0,Swansea,1,0,30,7
E0,2017,29nov2017,Bournemouth,14,1,0,1,Burnley,3,2,7,9
E0,2017,03dec2017,Bournemouth,15,1,1,1,Southampton,1,1,7,27
E0,2017,09dec2017,Bournemouth,16,0,1,2,Crystal Palace,1,2,12,7
E0,2017,13dec2017,Bournemouth,17,0,0,0,Man United,3,1,20,7
E0,2017,17dec2017,Bournemouth,18,1,0,0,Liverpool,3,4,7,18
E0,2017,23dec2017,Bournemouth,19,0,0,0,Man City,3,4,19,7
E0,2017,26dec2017,Bournemouth,20,1,1,3,West Ham,1,3,7,34
E0,2017,30dec2017,Bournemouth,21,1,3,2,Everton,0,1,7,13
E0,2017,01jan2018,Bournemouth,22,0,1,2,Brighton,1,2,8,7
E0,2017,14jan2018,Bournemouth,23,1,3,2,Arsenal,0,1,7,1
E0,2017,20jan2018,Bournemouth,24,0,1,1,West Ham,1,1,34,7
E0,2017,31jan2018,Bournemouth,25,0,3,3,Chelsea,0,0,11,7
E0,2017,03feb2018,Bournemouth,26,1,3,2,Stoke,0,1,7,28
E0,2017,11feb2018,Bournemouth,27,0,0,1,Huddersfield,3,4,15,7
E0,2017,24feb2018,Bournemouth,28,1,1,2,Newcastle,1,2,7,22
E0,2017,03mar2018,Bournemouth,29,0,1,1,Leicester,1,1,17,7
E0,2017,11mar2018,Bournemouth,30,1,0,1,Tottenham,3,4,7,31
E0,2017,17mar2018,Bournemouth,31,1,3,2,West Brom,0,1,7,33
E0,2017,31mar2018,Bournemouth,32,0,1,2,Watford,1,2,32,7
E0,2017,07apr2018,Bournemouth,33,1,1,2,Crystal Palace,1,2,7,12
E0,2017,14apr2018,Bournemouth,34,0,0,0,Liverpool,3,3,18,7
E0,2017,18apr2018,Bournemouth,35,1,0,0,Man United,3,2,7,20
E0,2017,28apr2018,Bournemouth,36,0,0,1,Southampton,3,2,27,7
E0,2017,05may2018,Bournemouth,37,1,3,1,Swansea,0,0,7,30
E0,2017,13may2018,Bournemouth,38,0,3,2,Burnley,0,1,9,7
E0,2018,11aug2018,Bournemouth,1,1,3,2,Cardiff,0,0,7,10
E0,2018,18aug2018,Bournemouth,2,0,3,2,West Ham,0,1,34,7
E0,2018,25aug2018,Bournemouth,3,1,1,2,Everton,1,2,7,13
E0,2018,01sep2018,Bournemouth,4,0,0,0,Chelsea,3,2,11,7
E0,2018,15sep2018,Bournemouth,5,1,3,4,Leicester,0,2,7,17
E0,2018,22sep2018,Bournemouth,6,0,0,0,Burnley,3,4,9,7
E0,2018,01oct2018,Bournemouth,7,1,3,2,Crystal Palace,0,1,7,12
E0,2018,06oct2018,Bournemouth,8,0,3,4,Watford,0,0,32,7
E0,2018,20oct2018,Bournemouth,9,1,1,0,Southampton,1,0,7,27
E0,2018,27oct2018,Bournemouth,10,0,3,3,Fulham,0,0,14,7
E0,2018,03nov2018,Bournemouth,11,1,0,1,Man United,3,2,7,20
E0,2018,10nov2018,Bournemouth,12,0,0,1,Newcastle,3,2,22,7
E0,2018,25nov2018,Bournemouth,13,1,0,1,Arsenal,3,2,7,1
E0,2018,01dec2018,Bournemouth,14,0,0,1,Man City,3,3,19,7
E0,2018,04dec2018,Bournemouth,15,1,3,2,Huddersfield,0,1,7,15
E0,2018,08dec2018,Bournemouth,16,1,0,0,Liverpool,3,4,7,18
E0,2018,15dec2018,Bournemouth,17,0,0,0,Wolves,3,2,36,7
E0,2018,22dec2018,Bournemouth,18,1,3,2,Brighton,0,0,7,8
E0,2018,26dec2018,Bournemouth,19,0,0,0,Tottenham,3,5,31,7
E0,2018,30dec2018,Bournemouth,20,0,0,1,Man United,3,4,20,7
E0,2018,02jan2019,Bournemouth,21,1,1,3,Watford,1,3,7,32
E0,2018,13jan2019,Bournemouth,22,0,0,0,Everton,3,2,13,7
E0,2018,19jan2019,Bournemouth,23,1,3,2,West Ham,0,0,7,34
E0,2018,30jan2019,Bournemouth,24,1,3,4,Chelsea,0,0,7,11
E0,2018,02feb2019,Bournemouth,25,0,0,0,Cardiff,3,2,10,7
E0,2018,09feb2019,Bournemouth,26,0,0,0,Liverpool,3,3,18,7
E0,2018,23feb2019,Bournemouth,27,1,1,1,Wolves,1,1,7,36
E0,2018,27feb2019,Bournemouth,28,0,0,1,Arsenal,3,5,1,7
E0,2018,02mar2019,Bournemouth,29,1,0,0,Man City,3,1,7,19
E0,2018,09mar2019,Bournemouth,30,0,3,2,Huddersfield,0,0,15,7
E0,2018,16mar2019,Bournemouth,31,1,1,2,Newcastle,1,2,7,22
E0,2018,30mar2019,Bournemouth,32,0,0,0,Leicester,3,2,17,7
E0,2018,06apr2019,Bournemouth,33,1,0,1,Burnley,3,3,7,9
E0,2018,13apr2019,Bournemouth,34,0,3,5,Brighton,0,0,8,7
E0,2018,20apr2019,Bournemouth,35,1,0,0,Fulham,3,1,7,14
E0,2018,27apr2019,Bournemouth,36,0,1,3,Southampton,1,3,27,7
E0,2018,04may2019,Bournemouth,37,1,3,1,Tottenham,0,0,7,31
E0,2018,12may2019,Bournemouth,38,0,0,3,Crystal Palace,3,5,12,7
E0,2017,12aug2017,Brighton,1,1,0,0,Man City,3,2,8,19
E0,2017,19aug2017,Brighton,2,0,0,0,Leicester,3,2,17,8
E0,2017,26aug2017,Brighton,3,0,1,0,Watford,1,0,32,8
E0,2017,09sep2017,Brighton,4,1,3,3,West Brom,0,1,8,33
E0,2017,15sep2017,Brighton,5,0,0,1,Bournemouth,3,2,7,8
E0,2017,24sep2017,Brighton,6,1,3,1,Newcastle,0,0,8,22
E0,2017,01oct2017,Brighton,7,0,0,0,Arsenal,3,2,1,8
E0,2017,15oct2017,Brighton,8,1,1,1,Everton,1,1,8,13
E0,2017,20oct2017,Brighton,9,0,3,3,West Ham,0,0,34,8
E0,2017,29oct2017,Brighton,10,1,1,1,Southampton,1,1,8,27
E0,2017,04nov2017,Brighton,11,0,3,1,Swansea,0,0,30,8
E0,2017,20nov2017,Brighton,12,1,1,2,Stoke,1,2,8,28
E0,2017,25nov2017,Brighton,13,0,0,0,Man United,3,1,20,8
E0,2017,28nov2017,Brighton,14,1,1,0,Crystal Palace,1,0,8,12
E0,2017,02dec2017,Brighton,15,1,0,1,Liverpool,3,5,8,18
E0,2017,09dec2017,Brighton,16,0,0,0,Huddersfield,3,2,15,8
E0,2017,13dec2017,Brighton,17,0,0,0,Tottenham,3,2,31,8
E0,2017,16dec2017,Brighton,18,1,1,0,Burnley,1,0,8,9
E0,2017,23dec2017,Brighton,19,1,3,1,Watford,0,0,8,32
E0,2017,26dec2017,Brighton,20,0,0,0,Chelsea,3,2,11,8
E0,2017,30dec2017,Brighton,21,0,1,0,Newcastle,1,0,22,8
E0,2017,01jan2018,Brighton,22,1,1,2,Bournemouth,1,2,8,7
E0,2017,13jan2018,Brighton,23,0,0,0,West Brom,3,2,33,8
E0,2017,20jan2018,Brighton,24,1,0,0,Chelsea,3,4,8,11
E0,2017,31jan2018,Brighton,25,0,1,1,Southampton,1,1,27,8
E0,2017,03feb2018,Brighton,26,1,3,3,West Ham,0,1,8,34
E0,2017,10feb2018,Brighton,27,0,1,1,Stoke,1,1,28,8
E0,2017,24feb2018,Brighton,28,1,3,4,Swansea,0,1,8,30
E0,2017,04mar2018,Brighton,29,1,3,2,Arsenal,0,1,8,1
E0,2017,10mar2018,Brighton,30,0,0,0,Everton,3,2,13,8
E0,2017,31mar2018,Brighton,31,1,0,0,Leicester,3,2,8,17
E0,2017,07apr2018,Brighton,32,1,1,1,Huddersfield,1,1,8,15
E0,2017,14apr2018,Brighton,33,0,0,2,Crystal Palace,3,3,12,8
E0,2017,17apr2018,Brighton,34,1,1,1,Tottenham,1,1,8,31
E0,2017,28apr2018,Brighton,35,0,1,0,Burnley,1,0,9,8
E0,2017,04may2018,Brighton,36,1,3,1,Man United,0,0,8,20
E0,2017,09may2018,Brighton,37,0,0,1,Man City,3,3,19,8
E0,2017,13may2018,Brighton,38,0,0,0,Liverpool,3,4,18,8
E0,2018,11aug2018,Brighton,1,0,0,0,Watford,3,2,32,8
E0,2018,19aug2018,Brighton,2,1,3,3,Man United,0,2,8,20
E0,2018,25aug2018,Brighton,3,0,0,0,Liverpool,3,1,18,8
E0,2018,01sep2018,Brighton,4,1,1,2,Fulham,1,2,8,14
E0,2018,17sep2018,Brighton,5,0,1,2,Southampton,1,2,27,8
E0,2018,22sep2018,Brighton,6,1,0,1,Tottenham,3,2,8,31
E0,2018,29sep2018,Brighton,7,0,0,0,Man City,3,2,19,8
