date,FE,MS
2011-08-10,39.69,16.45
2011-08-11,41.81,18.21
2011-08-12,41.31,16.89
2011-08-15,42.77,17.92
2011-08-16,42.56,17.07
2011-08-17,43.06,17.01
2011-08-18,42.14,16.2
2011-08-19,41.75,16
2011-08-22,41.35,15.67
2011-08-23,42.53,15.76
2011-08-24,43.53,16.33
2011-08-25,42.73,16.77
2011-08-26,42.53,16.61
2011-08-29,43.58,17.32
2011-08-30,43.85,17.04
2011-08-31,44.25,17.5
2011-09-01,43.93,16.93
2011-09-02,43.02,15.96
2011-09-06,42.91,15.33
2011-09-07,43.5,16.33
2011-09-08,43.97,15.84
2011-09-09,42.71,15.28
2011-09-12,43.22,15.05
2011-09-13,43.54,15.54
2011-09-14,44.11,15.48
2011-09-15,44.8,16.59
2011-09-16,45.43,16.45
2011-09-19,44.93,15.15
2011-09-20,46.02,15.12
2011-09-21,45.32,13.82
2011-09-22,44.48,13.06
2011-09-23,45.12,13.72
2011-09-26,45.34,14.61
2011-09-27,45.1,14.97
2011-09-28,44.8,14.16
2011-09-29,45.41,15.09
2011-09-30,44.91,13.51
2011-10-03,43.61,12.47
2011-10-04,43.62,14.01
2011-10-05,43.4,14.48
2011-10-06,43.69,15.18
2011-10-07,44.29,14.24
2011-10-10,45.33,15.29
2011-10-11,44.89,15.39
2011-10-12,45.04,15.84
2011-10-13,43.76,15.14
2011-10-14,44.3,15.22
2011-10-17,44.08,15.25
2011-10-18,44.31,16.63
2011-10-19,45.06,16.64
2011-10-20,45.06,16.61
2011-10-21,45.86,17.02
2011-10-24,45.58,17.15
2011-10-25,44.92,16.52
2011-10-26,44.65,16.64
2011-10-27,45.62,19.41
2011-10-28,45.41,19.31
2011-10-31,44.96,17.64
2011-11-01,44.97,16.23
2011-11-02,45.77,16.76
2011-11-03,45.76,16.95
2011-11-04,45.51,16.72
2011-11-07,45.67,16.92
2011-11-08,46,17.32
2011-11-09,44.74,15.76
2011-11-10,44.75,15.86
2011-11-11,45.45,16.36
2011-11-14,44.72,15.92
2011-11-15,45.51,15.93
2011-11-16,44.76,14.66
2011-11-17,43.87,14.13
2011-11-18,44.28,14.21
2011-11-21,43.54,13.6
2011-11-22,42.69,13.52
2011-11-23,41.86,13.03
2011-11-25,41.94,13.26
2011-11-28,42.75,13.8
2011-11-29,43.24,13.31
2011-11-30,44.47,14.79
2011-12-01,44.69,14.51
2011-12-02,44.29,15.52
2011-12-05,44.63,16.57
2011-12-06,45.04,16.58
2011-12-07,45.21,17.34
2011-12-08,44.41,15.88
2011-12-09,44.77,16.38
2011-12-12,44.16,15.38
2011-12-13,44.49,15.17
2011-12-14,43.92,15.06
2011-12-15,44.31,15.01
2011-12-16,43.43,14.98
2011-12-19,42.48,14.16
2011-12-20,43.37,14.8
2011-12-21,44.31,14.91
2011-12-22,44.29,15.88
2011-12-23,44.38,15.76
2011-12-27,44.83,15.29
2011-12-28,44.76,14.9
2011-12-29,45.13,15.24
2011-12-30,44.3,15.13
2012-01-03,42.81,16.08
2012-01-04,42.19,15.94
2012-01-05,42.06,16.28
2012-01-06,42.21,15.9
2012-01-09,42.4,16.2
2012-01-10,42.38,16.89
2012-01-11,42,17.1
2012-01-12,42.2,17.17
2012-01-13,42.17,16.63
2012-01-17,41.99,16.25
2012-01-18,41.97,17.35
2012-01-19,41.14,18.28
2012-01-20,41.53,18.39
2012-01-23,42.01,18.21
2012-01-24,41.27,18.14
2012-01-25,42.13,18.13
2012-01-26,42.72,18.2
2012-01-27,42.26,18.56
2012-01-30,42.15,18.2
2012-01-31,42.22,18.65
2012-02-01,42.55,19.39
2012-02-02,43.95,19.52
2012-02-03,43.53,20.31
2012-02-06,43.25,20.51
2012-02-07,43.24,20.26
2012-02-08,42.94,20.44
2012-02-09,42.67,20.34
2012-02-10,42.65,19.66
2012-02-13,43.03,19.54
2012-02-14,43.16,19.05
2012-02-15,42.76,18.96
2012-02-16,43.53,19.19
2012-02-17,43.38,19.16
2012-02-21,43.4,19.26
2012-02-22,43.75,18.73
2012-02-23,44,18.97
2012-02-24,44.07,18.49
2012-02-27,43.83,18.75
2012-02-28,43.81,18.71
2012-02-29,44.29,18.54
2012-03-01,44.34,19.19
2012-03-02,44.48,18.87
2012-03-05,44.71,18.29
2012-03-06,44.71,17.32
2012-03-07,44.65,17.88
2012-03-08,44.46,18.18
2012-03-09,44.71,18.37
2012-03-12,45.12,18.2
2012-03-13,44.98,18.93
2012-03-14,44.49,18.6
2012-03-15,44.42,19.51
2012-03-16,44.5,19.53
2012-03-19,44.09,20.06
2012-03-20,44.2,20.41
2012-03-21,44.13,20.06
2012-03-22,44.62,19.59
2012-03-23,44.72,20.33
2012-03-26,45.06,21.17
2012-03-27,45.3,20.72
2012-03-28,45.12,20.24
2012-03-29,45.48,19.74
2012-03-30,45.59,19.64
2012-04-02,45.8,19.81
2012-04-03,45.79,19.37
2012-04-04,46.06,18.69
2012-04-05,45.96,18.39
2012-04-09,45.6,17.98
2012-04-10,44.92,17.31
2012-04-11,45.02,17.51
2012-04-12,45.2,18.22
2012-04-13,44.94,17.28
2012-04-16,45.42,17.5
2012-04-17,45.8,17.85
2012-04-18,45.76,17.66
2012-04-19,45.42,18.07
2012-04-20,45.75,17.48
2012-04-23,45.6,16.98
2012-04-24,45.93,17.4
2012-04-25,46.46,17.14
2012-04-26,46.75,17.21
2012-04-27,47.01,16.95
2012-04-30,46.82,17.28
2012-05-01,47.39,17.49
2012-05-02,47.16,16.95
2012-05-03,46.8,16.23
2012-05-04,46.97,16
2012-05-07,46.98,16.15
2012-05-08,47.04,15.84
2012-05-09,47.11,15.49
2012-05-10,47.6,15.6
2012-05-11,47.81,14.95
2012-05-14,47.91,14.3
2012-05-15,47.87,14.14
2012-05-16,47.81,13.54
2012-05-17,47.71,13.46
2012-05-18,47.8,13.35
2012-05-21,47.69,13.19
2012-05-22,47.7,13.31
2012-05-23,46.76,13.37
2012-05-24,47.17,13.31
2012-05-25,46.85,13.25
2012-05-29,46.81,13.64
2012-05-30,46.35,13.09
2012-05-31,46.79,13.36
2012-06-01,46.51,12.73
2012-06-04,46.8,12.36
2012-06-05,47.08,12.86
2012-06-06,47.78,13.94
2012-06-07,47.63,13.41
2012-06-08,47.86,13.71
2012-06-11,47.78,13.37
2012-06-12,47.69,13.93
2012-06-13,47.46,13.65
2012-06-14,48.04,13.93
2012-06-15,48.49,14.3
2012-06-18,48.81,13.82
2012-06-19,49.2,14.26
2012-06-20,48.52,14.2
2012-06-21,48.14,13.96
2012-06-22,48.12,14.14
2012-06-25,47.86,13.48
2012-06-26,47.77,13.51
2012-06-27,48.42,13.91
2012-06-28,48.48,13.87
2012-06-29,49.19,14.59
2012-07-02,49.9,14.94
2012-07-03,49.84,15.11
2012-07-05,49.42,14.51
2012-07-06,49.18,14.14
2012-07-09,48.95,13.93
2012-07-10,48.89,13.71
2012-07-11,48.97,13.81
2012-07-12,49.08,13.55
2012-07-13,49.34,14.05
2012-07-16,49.63,14.25
2012-07-17,49.49,14.34
2012-07-18,49.75,13.99
2012-07-19,50.26,13.25
2012-07-20,50.37,12.78
2012-07-23,49.9,12.64
2012-07-24,49.4,12.62
2012-07-25,48.84,12.96
2012-07-26,49.7,13
2012-07-27,50.45,13.49
2012-07-30,50.87,13.51
2012-07-31,50.22,13.66
2012-08-01,50.14,13.51
2012-08-02,49.45,13.03
2012-08-03,49.51,13.78
2012-08-06,49.32,14.14
2012-08-07,46.14,14.5
2012-08-08,45.89,14.57
2012-08-09,45.8,14.71
2012-08-10,45.85,14.61
2012-08-13,45.85,14.55
2012-08-14,46.12,14.39
2012-08-15,46.1,14.58
2012-08-16,45.98,14.59
2012-08-17,45.87,14.59
2012-08-20,45.99,14.83
2012-08-21,45.75,14.89
2012-08-22,45.66,14.86
2012-08-23,44.87,14.5
2012-08-24,44.74,14.56
2012-08-27,44.66,14.53
2012-08-28,44.36,14.6
2012-08-29,43.99,14.81
2012-08-30,43.74,14.9
2012-08-31,43.7,15
2012-09-04,43.49,15.51
2012-09-05,42.78,15.68
2012-09-06,43.35,16.25
2012-09-07,43.12,17.08
2012-09-10,42.84,16.61
2012-09-11,42.69,17.25
2012-09-12,42.62,17.42
2012-09-13,43.73,17.9
2012-09-14,43.28,18.24
2012-09-17,43.28,17.8
2012-09-18,43.3,17.63
2012-09-19,43.54,17.57
2012-09-20,44.19,17.21
2012-09-21,44.19,17.08
2012-09-24,44.4,17.04
2012-09-25,44.3,16.6
2012-09-26,44.42,16.43
2012-09-27,44.06,16.84
2012-09-28,44.1,16.74
2012-10-01,44.06,16.79
2012-10-02,44.3,16.91
2012-10-03,44.71,17.03
2012-10-04,44.87,17.47
2012-10-05,44.82,17.5
2012-10-08,44.72,17.45
2012-10-09,44.94,17.35
2012-10-10,44.63,17.4
2012-10-11,45.2,17.86
2012-10-12,44.91,17.31
2012-10-15,45.11,17.75
2012-10-16,45.46,17.87
2012-10-17,45.78,18.49
2012-10-18,46.28,17.79
2012-10-19,45.98,17.53
2012-10-22,45.84,17.45
2012-10-23,45.53,17.11
2012-10-24,45.42,17.18
2012-10-25,45.89,17.1
2012-10-26,45.63,17.04
2012-10-29,,
2012-10-31,45.72,17.38
2012-11-01,44.91,17.61
2012-11-02,44.46,17.78
2012-11-05,42.55,17.75
2012-11-06,43.2,18.19
2012-11-07,42.3,16.63
2012-11-08,42.91,16.52
2012-11-09,42.48,16.61
2012-11-12,41.88,16.77
2012-11-13,42.1,16.52
2012-11-14,41.31,16.09
2012-11-15,41.16,16.26
2012-11-16,41.37,16.18
2012-11-19,41.56,16.52
2012-11-20,41.44,16.35
2012-11-21,41.2,16.25
2012-11-23,41.07,16.43
2012-11-26,41.77,16.61
2012-11-27,41.97,16.63
2012-11-28,42.5,16.88
2012-11-29,42.48,16.86
2012-11-30,42.46,16.87
2012-12-03,42.28,16.47
2012-12-04,41.71,16.61
2012-12-05,42.02,16.98
2012-12-06,41.56,16.74
2012-12-07,41.45,16.97
2012-12-10,41.55,17.01
2012-12-11,41.5,17.75
2012-12-12,41.2,17.7
2012-12-13,40.72,17.8
2012-12-14,40.76,18.05
2012-12-17,41.23,18.53
2012-12-18,41.51,19.12
2012-12-19,41.5,19.09
2012-12-20,41.54,19.27
2012-12-21,41.61,18.92
2012-12-24,41.75,18.95
2012-12-26,41.67,18.88
2012-12-27,41.65,18.77
2012-12-28,41.18,18.62
2012-12-31,41.76,19.12
2013-01-02,41.98,19.62
2013-01-03,42.04,19.58
2013-01-04,42.01,20.19
2013-01-07,41.49,19.8
2013-01-08,41.31,19.65
2013-01-09,40.22,19.62
2013-01-10,40.12,20.34
2013-01-11,39.89,20.17
2013-01-14,39.49,20.07
2013-01-15,39.87,20.43
2013-01-16,39.37,20.54
2013-01-17,39.41,20.75
2013-01-18,39.89,22.38
2013-01-22,39.9,22.98
2013-01-23,39.3,22.67
2013-01-24,39.92,22.6
2013-01-25,40.27,22.7
2013-01-28,40.09,22.31
2013-01-29,40.6,22.59
2013-01-30,40.22,22.98
2013-01-31,40.49,22.85
2013-02-01,40.49,23.51
2013-02-04,39.97,22.88
2013-02-05,39.57,23.4
2013-02-06,39.94,23.39
2013-02-07,40.15,23.1
2013-02-08,40.22,23.32
2013-02-11,40.25,23.28
2013-02-12,40.5,23.63
2013-02-13,40.68,23.63
2013-02-14,40.49,23.83
2013-02-15,40.57,23.87
2013-02-19,41.08,24.32
2013-02-20,40.56,23.42
2013-02-21,39.9,22.83
2013-02-22,40.54,23.58
2013-02-25,39.56,22.03
2013-02-26,38.9,22.44
2013-02-27,39.45,22.9
2013-02-28,39.48,22.55
2013-03-01,39.5,22.43
2013-03-04,39.86,22.6
2013-03-05,40.06,22.74
2013-03-06,40.5,22.91
2013-03-07,40.76,23.22
2013-03-08,40.9,23.03
2013-03-11,41.17,23.1
2013-03-12,41.17,22.67
2013-03-13,41.31,22.78
2013-03-14,41.68,22.8
2013-03-15,42.1,23.59
2013-03-18,41.75,22.99
2013-03-19,41.6,22.39
2013-03-20,41.95,22.74
2013-03-21,41.48,22.06
2013-03-22,40.85,22.18
2013-03-25,40.76,21.97
2013-03-26,41.25,22.22
2013-03-27,41.65,22.29
2013-03-28,42.2,21.98
2013-04-01,42.04,21.66
2013-04-02,42.05,21.7
2013-04-03,42.01,21.11
2013-04-04,43.03,21.33
2013-04-05,44.09,21.56
2013-04-08,44.4,21.74
2013-04-09,44.71,21.74
2013-04-10,45.18,22.22
2013-04-11,45.47,22.27
2013-04-12,45.72,21.82
2013-04-15,45.05,21.48
2013-04-16,45.8,21.85
2013-04-17,45.28,21.47
2013-04-18,45.61,20.31
2013-04-19,45.65,20.58
2013-04-22,45.86,20.71
2013-04-23,45.91,21.61
2013-04-24,46.17,21.45
2013-04-25,46.3,21.43
2013-04-26,46.48,21.4
2013-04-29,46.32,22.21
2013-04-30,46.6,22.15
2013-05-01,46.28,21.85
2013-05-02,46.06,22.29
2013-05-03,44.99,22.76
2013-05-06,44.18,23.28
2013-05-07,44.1,23.27
2013-05-08,43.64,23.67
2013-05-09,42.78,23.41
2013-05-10,42.91,23.94
2013-05-13,42.66,23.68
2013-05-14,42.75,24.27
2013-05-15,43.2,24.86
2013-05-16,43.1,24.58
2013-05-17,43.78,25.19
2013-05-20,43.3,25.07
2013-05-21,43.87,25.12
2013-05-22,43.5,24.7
2013-05-23,42.99,24.25
2013-05-24,42.62,24.35
2013-05-28,39.86,24.73
2013-05-29,39.22,24.98
2013-05-30,39.09,25.82
2013-05-31,39.01,25.9
2013-06-03,39.16,25.65
2013-06-04,39.07,25.47
2013-06-05,38.68,25.03
2013-06-06,38.9,25.41
2013-06-07,38.94,27
2013-06-10,38.92,27.15
2013-06-11,38.57,26.09
2013-06-12,37.87,25.57
2013-06-13,38.58,26.37
2013-06-14,38.33,25.83
2013-06-17,38.15,26.21
2013-06-18,38.25,26.32
2013-06-19,37.22,26.11
2013-06-20,36.32,25.15
2013-06-21,36.51,24.91
2013-06-24,36.41,24.4
2013-06-25,36.93,25.03
2013-06-26,37.06,24.88
2013-06-27,37.1,25.04
2013-06-28,37.34,24.43
2013-07-01,36.31,24.59
2013-07-02,36.16,24.44
2013-07-03,36.16,24.04
2013-07-05,35.85,24.57
2013-07-08,36.51,24.88
2013-07-09,36.81,25.44
2013-07-10,36.81,25.34
2013-07-11,37.34,25.55
2013-07-12,37.45,26.13
2013-07-15,38.45,26.69
2013-07-16,38.33,26.38
2013-07-17,38.43,26.54
2013-07-18,39.09,27.7
2013-07-19,38.92,27.6
2013-07-22,39.18,27.61
2013-07-23,39.17,27.81
2013-07-24,38.24,27.73
2013-07-25,38.26,27.76
2013-07-26,38.91,27.7
2013-07-29,39.18,27.31
2013-07-30,39.3,27.07
2013-07-31,38.07,27.21
2013-08-01,38.25,27.92
2013-08-02,38.13,27.85
2013-08-05,37.04,27.85
2013-08-06,38.01,27.31
2013-08-07,38.21,27.07
2013-08-08,38.41,26.92
2013-08-09,37.9,26.76
2013-08-12,37.34,26.62
2013-08-13,36.97,26.96
2013-08-14,37.18,26.79
2013-08-15,37.12,26.36
2013-08-16,36.81,26.47
2013-08-19,36.39,25.81
2013-08-20,37.23,26.31
2013-08-21,37.56,26.01
2013-08-22,38.18,26.22
2013-08-23,38.13,26.32
2013-08-26,37.83,26.38
2013-08-27,37.57,25.45
2013-08-28,37.65,25.58
2013-08-29,37.36,25.91
2013-08-30,37.47,25.76
2013-09-03,36.94,26.27
2013-09-04,36.78,26.51
2013-09-05,36.56,26.65
2013-09-06,36.99,26.81
2013-09-09,37.17,27.44
2013-09-10,37.87,28.04
2013-09-11,37.49,28.25
2013-09-12,36.9,28.02
2013-09-13,37.11,28.13
2013-09-16,37.29,28.73
2013-09-17,37.74,29.01
2013-09-18,38.38,29.02
2013-09-19,37.91,28.6
2013-09-20,36.66,28.19
2013-09-23,37.64,27.22
2013-09-24,37.41,27.27
2013-09-25,37.09,27.22
2013-09-26,36.94,27.15
2013-09-27,36.59,27.08
2013-09-30,36.45,26.95
2013-10-01,36.93,27.14
2013-10-02,37.07,27.12
2013-10-03,36.72,26.85
2013-10-04,36.97,26.99
2013-10-07,37.19,26.84
2013-10-08,37.45,26.55
2013-10-09,37.68,26.77
2013-10-10,37.96,27.64
2013-10-11,37.91,27.95
2013-10-14,37.93,28.18
2013-10-15,37.27,27.99
2013-10-16,37.04,28.63
2013-10-17,37.57,28.93
2013-10-18,37.94,29.69
2013-10-21,38,29.43
2013-10-22,38.4,29.46
2013-10-23,38.01,29.08
2013-10-24,37.43,29.39
2013-10-25,37.88,29.23
2013-10-28,37.82,28.97
2013-10-29,38,29.36
2013-10-30,37.97,29.11
2013-10-31,37.87,28.73
2013-11-01,38.12,29.2
2013-11-04,38.12,29.34
2013-11-05,37.14,28.99
2013-11-06,38.11,29.13
2013-11-07,38.32,28.72
2013-11-08,38.84,29.44
2013-11-11,36.62,30.09
2013-11-12,36.69,29.76
2013-11-13,36.07,30.05
2013-11-14,35.89,30.34
2013-11-15,35.47,30.3
2013-11-18,35.41,30.33
2013-11-19,34.97,30.34
2013-11-20,33.96,30.27
2013-11-21,33.57,30.89
2013-11-22,33.35,31.34
2013-11-25,33.29,31.54
2013-11-26,32.95,31.39
2013-11-27,32.5,31.41
2013-11-29,32.63,31.3
2013-12-02,32.58,31.43
2013-12-03,32.53,30.97
2013-12-04,32.52,31.13
2013-12-05,32.08,30.21
2013-12-06,32.44,30.46
2013-12-09,32.48,30.39
2013-12-10,32.19,30.77
2013-12-11,32.13,30.12
2013-12-12,32.19,30.48
2013-12-13,31.71,31.09
2013-12-16,31.82,30.92
2013-12-17,31.94,30.52
2013-12-18,31.98,31.62
2013-12-19,31.6,30.86
2013-12-20,32.61,30.93
2013-12-23,32.31,31.11
2013-12-24,32.22,31.01
2013-12-26,32.07,31.1
2013-12-27,32.79,31.06
2013-12-30,32.77,30.85
2013-12-31,32.98,31.36
2014-01-02,32.38,31.03
2014-01-03,32.01,31.51
2014-01-06,31.84,31.62
2014-01-07,31.89,31.52
2014-01-08,31.86,31.56
2014-01-09,31.8,31.55
2014-01-10,32.4,31.3
2014-01-13,31.96,30.87
2014-01-14,31.86,31.1
2014-01-15,31.67,32.22
2014-01-16,32.49,32
2014-01-17,32.61,33.4
2014-01-21,32.15,32.63
2014-01-22,31.13,32.29
2014-01-23,30.97,31.48
2014-01-24,31.07,30.45
2014-01-27,30.88,29.97
2014-01-28,30.55,30.13
2014-01-29,30.58,29.94
2014-01-30,31.16,29.98
2014-01-31,31.49,29.51
2014-02-03,31.25,28.95
2014-02-04,30.94,29.02
2014-02-05,30.22,29.18
2014-02-06,30.46,29.69
2014-02-07,30.76,29.69
2014-02-10,30.96,29.7
2014-02-11,31.32,30.27
2014-02-12,31.07,30.16
2014-02-13,31.6,29.91
2014-02-14,31.75,29.69
2014-02-18,31.62,29.56
2014-02-19,31.73,28.96
2014-02-20,32.26,29.33
2014-02-21,31.7,29.62
2014-02-24,31.7,30.31
2014-02-25,30.8,29.71
2014-02-26,31.05,29.94
2014-02-27,30.79,30.36
2014-02-28,30.78,30.8
2014-03-03,30.52,30.26
2014-03-04,30.62,31.1
2014-03-05,31.06,31.97
2014-03-06,30.84,31.84
2014-03-07,30.67,32.21
2014-03-10,30.94,32.13
2014-03-11,30.78,31.7
2014-03-12,31,31.44
2014-03-13,31.42,31.44
2014-03-14,31.4,31.1
2014-03-17,31.89,31.37
2014-03-18,31.93,31.65
2014-03-19,31.72,31.81
2014-03-20,31.84,32.79
2014-03-21,32.85,32.6
2014-03-24,33.4,32.44
2014-03-25,33.13,31.59
2014-03-26,33.16,31.22
2014-03-27,33.55,30.9
2014-03-28,34.08,30.91
2014-03-31,34.03,31.17
2014-04-01,33.52,31.21
2014-04-02,33.43,31.41
2014-04-03,33.83,30.95
2014-04-04,34.03,30.37
2014-04-07,33.63,29.52
2014-04-08,34.21,29.53
2014-04-09,33.75,30.22
2014-04-10,33.49,29.25
2014-04-11,33.15,28.47
2014-04-14,33.31,29.06
2014-04-15,34.03,29.55
2014-04-16,34.15,29.89
2014-04-17,33.61,30.76
2014-04-21,33.48,30.98
2014-04-22,33.44,31.2
2014-04-23,33.29,31.04
2014-04-24,34.18,30.94
2014-04-25,34.65,30.58
2014-04-28,34.33,29.99
2014-04-29,34.26,30.52
2014-04-30,33.75,30.93
2014-05-01,33.88,31.22
2014-05-02,33.34,30.69
2014-05-05,33.42,30.07
2014-05-06,32.65,29.46
2014-05-07,33.89,29.7
2014-05-08,33.63,29.69
2014-05-09,33.51,29.68
2014-05-12,32.93,30.33
2014-05-13,32.49,30.33
2014-05-14,32.35,30.25
2014-05-15,32.26,29.77
2014-05-16,32.24,30.14
2014-05-19,31.35,30.16
2014-05-20,31.24,29.71
2014-05-21,31.54,30.01
2014-05-22,31.55,30.39
2014-05-23,31.48,30.49
2014-05-27,33.23,31.12
2014-05-28,33.64,30.93
2014-05-29,33.48,31.13
2014-05-30,33.82,30.86
2014-06-02,33.55,30.9
2014-06-03,34.51,30.85
2014-06-04,34.3,31.2
2014-06-05,34.56,31.63
2014-06-06,34.71,31.95
2014-06-09,34.59,31.98
2014-06-10,34.74,32.08
2014-06-11,34.15,31.69
2014-06-12,34.25,31.73
2014-06-13,34.18,31.59
2014-06-16,34.15,31.71
2014-06-17,34.19,32.5
2014-06-18,35.03,32.66
2014-06-19,34.72,32.54
2014-06-20,34.81,32.29
2014-06-23,34.6,32.52
2014-06-24,34.36,32.03
2014-06-25,34.39,32.23
2014-06-26,34.19,31.89
2014-06-27,33.99,31.55
2014-06-30,34.72,32.33
2014-07-01,34,32.32
2014-07-02,32.81,32.49
2014-07-03,32.5,32.62
2014-07-07,32.67,32.39
2014-07-08,33.11,31.75
2014-07-09,33.17,32.01
2014-07-10,33.18,31.68
2014-07-11,32.57,31.41
2014-07-14,31.93,31.81
2014-07-15,31.96,32
2014-07-16,32.23,32.5
2014-07-17,31.69,32.3
2014-07-18,31.89,32.64
2014-07-21,31.86,32.55
2014-07-22,31.63,32.91
2014-07-23,31.95,33.35
2014-07-24,32.19,33.4
2014-07-25,31.99,33.24
2014-07-28,32.41,33.07
2014-07-29,32.3,32.65
2014-07-30,31.65,33.34
2014-07-31,31.21,32.34
2014-08-01,31.13,31.6
2014-08-04,31.06,31.83
2014-08-05,31.93,31.41
2014-08-06,31.48,31.56
2014-08-07,31.45,31.36
2014-08-08,32.35,31.95
2014-08-11,32.41,32.08
2014-08-12,32.3,32.01
2014-08-13,32.41,32.02
2014-08-14,32.72,32.17
2014-08-15,32.97,32.22
2014-08-18,32.84,32.61
2014-08-19,33.2,32.53
2014-08-20,33.34,32.54
2014-08-21,33.46,33.03
2014-08-22,33.33,33.47
2014-08-25,33.68,34.2
2014-08-26,33.22,34.4
2014-08-27,33.8,34.13
2014-08-28,33.99,34.06
2014-08-29,34.24,34.31
2014-09-02,33.69,34.55
2014-09-03,34.18,34.56
2014-09-04,34.02,34.7
2014-09-05,34.58,34.63
2014-09-08,34.24,34.86
2014-09-09,34.16,33.91
2014-09-10,33.96,34.33
2014-09-11,34.56,34.73
2014-09-12,34.18,35.01
2014-09-15,34.36,35.21
2014-09-16,34.8,35.11
2014-09-17,34.71,35.56
2014-09-18,34.3,36.13
2014-09-19,34.62,35.76
2014-09-22,34.64,35.18
2014-09-23,34.21,35.02
2014-09-24,33.75,34.98
2014-09-25,33.87,34.22
2014-09-26,33.98,34.65
2014-09-29,33.97,34.5
2014-09-30,33.57,34.57
2014-10-01,33.37,33.96
2014-10-02,33.46,34.28
2014-10-03,33.49,35.05
2014-10-06,33.74,34.99
2014-10-07,33.63,34.02
2014-10-08,34.6,34.5
2014-10-09,34.55,33.3
2014-10-10,34.85,32.94
2014-10-13,35.1,32.85
2014-10-14,35.56,33.01
2014-10-15,35.13,32.61
2014-10-16,34.66,32.53
2014-10-17,34.74,33.22
2014-10-20,34.94,33.32
2014-10-21,35.21,34.06
2014-10-22,35.52,33.43
2014-10-23,35.4,33.96
2014-10-24,36.27,34.32
2014-10-27,36.13,33.96
2014-10-28,36.76,34.36
2014-10-29,36.58,34.39
2014-10-30,37.51,34.52
2014-10-31,37.34,34.95
2014-11-03,37.45,34.71
2014-11-04,36.92,34.66
2014-11-05,37.1,34.9
2014-11-06,36.64,35.31
2014-11-07,37.25,35.66
2014-11-10,37.35,35.88
2014-11-11,37.29,35.79
2014-11-12,36.4,35.97
2014-11-13,36.1,35.84
2014-11-14,35.89,35.69
2014-11-17,36.36,35.6
2014-11-18,36.69,35.47
2014-11-19,37.04,35.48
2014-11-20,36.73,35.39
2014-11-21,37.21,35.53
2014-11-24,36.32,35.62
2014-11-25,36.24,35.3
2014-11-26,36.44,35.12
2014-11-28,36.88,35.18
2014-12-01,37.04,35.1
2014-12-02,37.08,35.77
2014-12-03,37.03,36.52
2014-12-04,36.95,36.79
2014-12-05,37,37.24
2014-12-08,37.54,38
2014-12-09,37.82,38.1
2014-12-10,37.25,37.39
2014-12-11,37.84,37.4
2014-12-12,37.45,36.25
2014-12-15,37.39,35.93
2014-12-16,37.19,35.52
2014-12-17,38.06,36.73
2014-12-18,38.79,38.1
2014-12-19,38.72,38.51
2014-12-22,38.22,38.57
2014-12-23,39.01,38.95
2014-12-24,39.74,38.85
2014-12-26,40,38.72
2014-12-29,40.77,38.96
2014-12-30,40.18,39
2014-12-31,38.99,38.8
2015-01-02,39.2,38.71
2015-01-05,38.15,37.5
2015-01-06,38.35,36.42
2015-01-07,38.67,36.94
2015-01-08,39.02,37.49
2015-01-09,38.97,36.88
2015-01-12,38.46,36.37
2015-01-13,38.63,36.03
2015-01-14,39.55,35.21
2015-01-15,39.93,34.58
2015-01-16,40.92,34.89
2015-01-20,40.96,34.75
2015-01-21,41.3,34.73
2015-01-22,40.88,35.53
2015-01-23,41.23,35.15
2015-01-26,41.35,35.11
2015-01-27,41.13,34.66
2015-01-28,40.74,33.77
2015-01-29,41.37,34.37
2015-01-30,40.33,33.81
2015-02-02,40.35,34.42
2015-02-03,40.44,35.04
2015-02-04,40.16,34.77
2015-02-05,41.03,34.93
2015-02-06,38.94,35.79
2015-02-09,37.95,35.63
2015-02-10,38.62,36.16
2015-02-11,37.55,36.37
2015-02-12,37.17,36.9
2015-02-13,37.23,36.78
2015-02-17,36.93,36.92
2015-02-18,36.11,36.37
2015-02-19,36.23,36.33
2015-02-20,35.85,36.74
2015-02-23,35.6,36.27
2015-02-24,36.07,36.74
2015-02-25,35.85,36.59
2015-02-26,35.61,36.06
2015-02-27,34.98,35.79
2015-03-02,34.29,36.24
2015-03-03,34.36,35.82
2015-03-04,34.31,35.09
2015-03-05,34.75,35.52
2015-03-06,34.1,35.53
2015-03-09,34.15,35.67
2015-03-10,34.4,34.88
2015-03-11,34.17,34.95
2015-03-12,35.15,37.09
2015-03-13,34.6,36.35
2015-03-16,35.11,36.73
2015-03-17,35.06,36.55
2015-03-18,36.11,36.73
2015-03-19,35.94,36.11
2015-03-20,36.38,36.5
2015-03-23,36.38,36.31
2015-03-24,35.7,36.24
2015-03-25,34.92,35.45
2015-03-26,34.71,35.62
2015-03-27,34.64,35.83
2015-03-30,35.51,36.31
2015-03-31,35.06,35.69
2015-04-01,34.49,35.97
2015-04-02,35.34,36.06
2015-04-06,35.78,35.91
2015-04-07,35.81,35.94
2015-04-08,35.65,36.26
2015-04-09,35.71,36.64
2015-04-10,36.25,36.24
2015-04-13,35.69,36.3
2015-04-14,35.74,36.84
2015-04-15,35.74,37.39
2015-04-16,35.25,37.36
2015-04-17,35.07,36.75
2015-04-20,36.1,36.96
2015-04-21,35.49,36.75
2015-04-22,35.5,37.2
2015-04-23,35.6,37.38
2015-04-24,36.32,37.36
2015-04-27,36.24,37.05
2015-04-28,36.36,37.04
